id,carat,shapeName,clarity,color,culet,cut,depth,fluorescence,lxwRatio,polish,symmetry,table,price
LD13786277,0.8,Round,VS1,G,None,Very Good,57.5,None,1.01,Very Good,Good,63.0,"$3,362"
LD13734654,1.01,Round,SI2,E,None,Good,57.5,None,1.0,Excellent,Good,62.0,"$3,926"
LD13256457,0.3,Round,SI1,G,None,Good,57.6,None,1.01,Very Good,Good,63.0,$533
LD13928734,0.3,Round,VVS2,G,None,Very Good,57.6,None,1.01,Very Good,Good,62.0,$547
LD08747307,0.3,Round,VVS1,H,Very Small,Very Good,57.6,None,1.01,Very Good,Good,62.0,$574
LD13947804,0.3,Round,VVS2,G,None,Very Good,57.6,None,1.0,Excellent,Very Good,63.0,$589
LD13712388,0.4,Round,VS1,I,None,Very Good,57.6,Faint,1.01,Excellent,Very Good,61.0,$643
LD13958373,0.5,Round,SI2,F,None,Good,57.6,None,1.01,Very Good,Very Good,61.0,$840
LD11858676,0.29,Round,IF,D,None,Very Good,57.6,None,1.0,Excellent,Excellent,62.0,$856
LD13742613,0.5,Round,SI1,J,None,Good,57.6,None,1.01,Excellent,Excellent,63.0,$907
LD13813700,0.5,Round,SI2,F,None,Very Good,57.6,Faint,1.01,Excellent,Very Good,62.0,"$1,030"
LD12870824,0.55,Round,SI2,I,None,Very Good,57.6,None,1.01,Good,Good,63.0,"$1,146"
LD13153834,0.45,Round,VS2,E,None,Very Good,57.6,None,1.01,Very Good,Very Good,62.0,"$1,207"
LD13801965,0.7,Round,VVS1,E,None,Very Good,57.6,None,1.0,Excellent,Very Good,59.0,"$3,259"
LD13616563,0.87,Round,VVS2,H,None,Very Good,57.6,None,1.0,Excellent,Very Good,64.0,"$3,520"
LD12985638,1.0,Round,SI2,D,None,Good,57.6,Medium,1.01,Excellent,Excellent,64.0,"$3,766"
LD10813057,0.9,Round,IF,I,Very Small,Very Good,57.6,None,1.01,Very Good,Very Good,64.0,"$4,954"
LD13707519,1.16,Round,SI2,H,None,Very Good,57.6,Medium,1.02,Good,Very Good,61.0,"$5,698"
LD07026297,1.6,Round,VS2,J,Very Small,Very Good,57.6,None,1.02,Very Good,Very Good,62.0,"$9,451"
LD11542150,1.5,Round,VVS1,E,None,Very Good,57.6,Faint,1.01,Excellent,Very Good,63.0,"$14,354"
LD13679208,0.23,Round,VVS2,E,None,Very Good,57.7,None,1.01,Excellent,Excellent,60.0,$396
LD13293682,0.23,Round,VS1,E,None,Very Good,57.7,Faint,1.01,Very Good,Very Good,63.0,$428
LD10778691,0.37,Round,VVS2,J,None,Very Good,57.7,Strong,1.01,Excellent,Excellent,62.0,$560
LD13963123,0.46,Round,SI1,E,None,Good,57.7,None,1.01,Excellent,Very Good,63.0,$778
LD11810589,0.5,Round,VS2,I,None,Good,57.7,Faint,1.01,Excellent,Excellent,61.0,"$1,140"
LD13551154,0.5,Round,VS1,D,None,Good,57.7,None,1.01,Excellent,Very Good,62.0,"$1,291"
LD13949652,0.5,Round,VVS2,H,None,Ideal,57.7,Faint,1.0,Excellent,Excellent,62.0,"$1,318"
LD13580657,0.7,Round,SI2,I,None,Very Good,57.7,None,1.0,Excellent,Very Good,60.0,"$1,393"
LD13589985,0.53,Round,VVS2,E,Very Small,Good,57.7,None,1.01,Very Good,Good,60.0,"$1,484"
LD13590311,0.67,Round,VS1,I,None,Very Good,57.7,None,1.02,Very Good,Very Good,62.0,"$1,766"
LD13951213,0.75,Round,VVS1,I,Small,Very Good,57.7,None,1.01,Very Good,Very Good,62.0,"$2,225"
LD13876669,0.76,Round,VS1,F,Medium,Very Good,57.7,Medium,1.02,Very Good,Good,63.0,"$2,626"
LD13416984,1.0,Round,SI1,J,None,Good,57.7,None,1.0,Excellent,Very Good,63.0,"$3,639"
LD07120482,0.77,Round,IF,G,None,Very Good,57.7,None,1.01,Excellent,Very Good,63.0,"$3,818"
LD13515411,1.0,Round,SI1,J,None,Ideal,57.7,None,1.01,Excellent,Excellent,60.0,"$3,973"
LD11893294,1.0,Round,VVS2,J,None,Very Good,57.7,None,1.0,Excellent,Excellent,61.0,"$5,040"
LD12879461,1.0,Round,SI1,E,Very Small,Very Good,57.7,Faint,1.01,Very Good,Very Good,58.0,"$5,349"
LD13583149,1.0,Round,VS2,D,None,Very Good,57.7,None,1.02,Very Good,Very Good,62.0,"$6,086"
LD13946872,1.3,Round,VVS2,J,None,Very Good,57.7,None,1.01,Very Good,Excellent,62.0,"$6,553"
LD13707529,3.36,Round,SI2,J,None,Very Good,57.7,None,1.0,Very Good,Excellent,63.0,"$29,679"
LD13740463,0.3,Round,SI1,E,None,Good,57.8,None,1.01,Excellent,Very Good,63.0,$472
LD13820039,0.3,Round,VVS2,F,None,Ideal,57.8,None,1.01,Excellent,Very Good,60.0,$564
LD13902995,0.3,Round,VVS1,F,None,Very Good,57.8,Medium,1.01,Excellent,Very Good,62.0,$597
LD13963151,0.4,Round,VS2,E,None,Very Good,57.8,None,1.0,Excellent,Excellent,63.0,$729
LD13716487,0.5,Round,VS2,F,None,Good,57.8,None,1.02,Excellent,Very Good,66.0,"$1,093"
LD11729650,0.7,Round,SI2,D,None,Very Good,57.8,None,1.01,Very Good,Very Good,62.0,"$1,848"
LD12053681,0.6,Round,VS2,D,None,Very Good,57.8,None,1.0,Very Good,Good,63.0,"$1,952"
LD12705111,1.0,Round,SI2,J,None,Ideal,57.8,Medium,1.0,Excellent,Excellent,62.0,"$3,001"
LD13635202,1.0,Round,SI2,G,None,Good,57.8,None,1.01,Excellent,Very Good,64.0,"$3,045"
LD13736528,1.0,Round,VS1,K,Medium,Very Good,57.8,None,1.0,Very Good,Very Good,62.0,"$3,486"
LD13559791,1.01,Round,VS2,I,Very Small,Ideal,57.8,None,1.01,Excellent,Excellent,62.0,"$4,798"
LD13965788,1.0,Round,VS2,H,None,Good,57.8,None,1.01,Very Good,Very Good,64.0,"$4,931"
LD13429355,1.01,Round,VS1,H,Very Small,Good,57.8,Faint,1.01,Very Good,Good,66.0,"$5,009"
LD13174294,1.01,Round,VS2,H,None,Very Good,57.8,Faint,1.0,Excellent,Very Good,62.0,"$5,362"
LD12736894,1.57,Round,SI1,K,Very Small,Good,57.8,None,1.01,Good,Good,61.0,"$6,803"
LD13062188,1.76,Round,VVS2,D,None,Very Good,57.8,Faint,1.01,Very Good,Very Good,62.0,"$23,403"
LD11879239,1.51,Round,IF,D,None,Very Good,57.8,None,1.0,Excellent,Excellent,62.0,"$26,808"
LD13963100,0.33,Round,SI1,G,None,Very Good,57.9,Medium,1.01,Very Good,Very Good,63.0,$403
LD13594632,0.3,Round,VVS2,I,None,Very Good,57.9,Faint,1.01,Very Good,Very Good,62.0,$417
LD13836096,0.3,Round,SI1,F,None,Very Good,57.9,None,1.0,Very Good,Very Good,63.0,$419
LD13855326,0.29,Round,VVS2,G,None,Good,57.9,Faint,1.01,Very Good,Very Good,63.0,$470
LD13549663,0.25,Round,VVS1,E,None,Very Good,57.9,None,1.01,Excellent,Excellent,62.0,$549
LD13541712,0.3,Round,VVS1,F,None,Very Good,57.9,None,1.0,Excellent,Excellent,61.0,$628
LD13277488,0.35,Round,VS1,D,None,Very Good,57.9,None,1.0,Excellent,Excellent,62.0,$707
LD13954542,0.4,Round,VS1,G,None,Very Good,57.9,Medium,1.0,Excellent,Very Good,63.0,$817
LD13952216,0.46,Round,VS1,H,Very Small,Good,57.9,None,1.01,Very Good,Very Good,58.0,$818
LD13825475,0.4,Round,IF,F,None,Very Good,57.9,Medium,1.01,Excellent,Excellent,63.0,"$1,042"
LD13963087,0.42,Round,VVS2,D,None,Ideal,57.9,None,1.01,Excellent,Excellent,62.0,"$1,219"
LD08747429,0.4,Round,VS1,D,None,Very Good,57.9,Faint,1.0,Excellent,Very Good,62.0,"$1,316"
LD13944339,0.45,Round,VVS1,F,None,Very Good,57.9,None,1.0,Excellent,Excellent,60.0,"$1,523"
LD13383695,0.53,Round,VVS2,F,None,Good,57.9,Strong,1.0,Excellent,Very Good,63.0,"$1,689"
LD12052323,0.6,Round,VS2,G,None,Very Good,57.9,None,1.0,Very Good,Very Good,63.0,"$1,819"
LD13208347,0.8,Round,SI2,G,None,Very Good,57.9,None,1.0,Excellent,Excellent,62.0,"$2,081"
LD12763441,0.8,Round,VS2,G,None,Very Good,57.9,Faint,1.01,Very Good,Very Good,63.0,"$2,828"
LD13331726,0.7,Round,VVS1,F,None,Ideal,57.9,Faint,1.01,Excellent,Very Good,61.0,"$2,899"
LD13939320,0.82,Round,VS2,G,None,Very Good,57.9,None,1.01,Very Good,Very Good,63.0,"$3,252"
LD13381500,1.06,Round,VVS1,K,None,Ideal,57.9,None,1.0,Excellent,Excellent,59.0,"$4,119"
LD13208316,0.9,Round,VVS1,I,None,Ideal,57.9,Medium,1.0,Excellent,Excellent,60.0,"$4,463"
LD12846360,1.07,Round,VS2,H,None,Good,57.9,None,1.01,Very Good,Very Good,63.0,"$5,539"
LD12245245,1.0,Round,SI1,D,None,Very Good,57.9,None,1.01,Excellent,Very Good,62.0,"$5,989"
LD11658634,1.02,Round,VS1,D,None,Very Good,57.9,None,1.01,Excellent,Very Good,64.0,"$7,575"
LD11878610,1.4,Round,VS1,H,Very Small,Ideal,57.9,None,1.0,Excellent,Excellent,62.0,"$9,500"
LD13509369,1.52,Round,VS2,E,Very Small,Very Good,57.9,None,1.01,Excellent,Very Good,64.0,"$13,477"
LD09360720,2.01,Round,IF,E,None,Ideal,57.9,None,1.0,Excellent,Excellent,62.0,"$45,369"
LD13397360,0.23,Round,VVS2,F,None,Very Good,58.0,Strong,1.01,Very Good,Very Good,63.0,$403
LD13959436,0.3,Round,SI1,F,None,Very Good,58.0,None,1.0,Excellent,Very Good,61.0,$485
LD13903056,0.3,Round,VVS1,G,None,Very Good,58.0,Faint,1.01,Very Good,Excellent,62.0,$520
LD13951526,0.35,Round,VVS1,J,None,Ideal,58.0,Faint,1.0,Excellent,Excellent,61.0,$523
LD13713925,0.3,Round,VS1,H,None,Very Good,58.0,None,1.01,Very Good,Very Good,65.0,$533
LD13635040,0.37,Round,VVS1,I,None,Very Good,58.0,Strong,1.01,Excellent,Excellent,62.0,$539
LD13601826,0.3,Round,VS1,E,None,Very Good,58.0,None,1.01,Excellent,Very Good,62.0,$548
LD09614422,0.4,Round,VVS2,J,None,Good,58.0,Medium,1.0,Excellent,Good,59.0,$636
LD13849321,0.4,Round,IF,I,None,Very Good,58.0,None,1.01,Excellent,Excellent,62.0,$725
LD13256248,0.45,Round,SI1,I,None,Good,58.0,None,1.0,Very Good,Very Good,63.0,$810
LD13906612,0.32,Round,VVS1,E,Very Small,Ideal,58.0,Faint,1.0,Excellent,Very Good,60.0,$918
LD13917720,0.4,Round,VVS2,F,None,Very Good,58.0,None,1.0,Excellent,Excellent,63.0,$934
LD13227256,0.47,Round,SI2,D,None,Very Good,58.0,None,1.01,Good,Very Good,63.0,$954
LD13737309,0.5,Round,SI2,F,None,Good,58.0,None,1.01,Excellent,Good,63.0,$960
LD12050839,0.48,Round,VS2,J,None,Very Good,58.0,Faint,1.01,Good,Very Good,61.0,$975
LD13740540,0.5,Round,SI2,D,None,Good,58.0,None,1.0,Excellent,Very Good,62.0,"$1,028"
LD12020218,0.51,Round,SI2,D,None,Very Good,58.0,None,1.0,Very Good,Very Good,61.0,"$1,149"
LD13949649,0.5,Round,VVS1,I,None,Ideal,58.0,None,1.01,Excellent,Excellent,62.0,"$1,251"
LD13869320,0.45,Round,VVS2,F,None,Ideal,58.0,None,1.0,Very Good,Excellent,61.0,"$1,284"
LD13856029,0.5,Round,VS1,F,Very Small,Very Good,58.0,None,1.0,Very Good,Excellent,63.0,"$1,452"
LD13219500,0.7,Round,SI2,E,None,Very Good,58.0,Faint,1.01,Excellent,Very Good,63.0,"$1,670"
LD13917308,0.5,Round,VVS1,D,None,Very Good,58.0,None,1.01,Excellent,Excellent,61.0,"$1,732"
LD06732831,0.54,Round,VVS2,D,None,Very Good,58.0,None,1.01,Very Good,Good,61.0,"$1,753"
LD13514340,0.8,Round,SI1,E,None,Ideal,58.0,None,1.0,Very Good,Very Good,62.0,"$2,951"
LD08168645,0.61,Round,IF,D,None,Very Good,58.0,None,1.01,Very Good,Very Good,58.0,"$3,953"
LD13922419,1.0,Round,VS2,F,None,Very Good,58.0,None,1.0,Excellent,Very Good,64.0,"$5,408"
LD08378437,0.9,Round,VVS2,D,Very Small,Very Good,58.0,None,1.01,Very Good,Very Good,63.0,"$6,886"
LD13915451,1.5,Round,VS1,I,None,Very Good,58.0,Medium,1.0,Excellent,Very Good,64.0,"$7,437"
LD13062185,1.04,Round,VS1,G,None,Ideal,58.0,None,1.0,Excellent,Excellent,60.0,"$8,109"
LD12789913,1.8,Round,VVS1,J,None,Ideal,58.0,Faint,1.0,Excellent,Excellent,61.0,"$12,047"
LD07045982,2.0,Round,SI2,E,None,Good,58.0,Medium,1.02,Very Good,Good,60.0,"$14,661"
LD13339150,2.0,Round,SI1,D,None,Ideal,58.0,Medium Blue,1.0,Excellent,Very Good,61.0,"$16,413"
LD13536447,0.3,Round,SI1,H,None,Very Good,58.1,None,1.01,Excellent,Very Good,61.0,$420
LD13343527,0.23,Round,VS2,F,None,Ideal,58.1,None,1.01,Excellent,Excellent,61.0,$470
LD13256424,0.3,Round,VS2,I,None,Very Good,58.1,Medium,1.0,Excellent,Very Good,63.0,$507
LD13714256,0.3,Round,VS1,D,None,Good,58.1,Medium,1.01,Very Good,Very Good,66.0,$519
LD13665436,0.3,Round,VS2,E,None,Very Good,58.1,None,1.0,Excellent,Excellent,62.0,$539
LD13712475,0.35,Round,VS1,F,None,Ideal,58.1,Medium,1.01,Very Good,Excellent,62.0,$607
LD13508455,0.37,Round,VVS1,H,None,Very Good,58.1,Medium,1.0,Very Good,Excellent,62.0,$625
LD07111674,0.3,Round,VVS2,H,None,Very Good,58.1,None,1.0,Very Good,Very Good,61.0,$635
LD13832062,0.3,Round,VVS1,F,None,Very Good,58.1,None,1.01,Excellent,Excellent,63.0,$635
LD13060564,0.25,Round,VVS1,E,None,Ideal,58.1,None,1.0,Excellent,Excellent,62.0,$638
LD13868276,0.3,Round,VVS1,F,None,Very Good,58.1,Faint,1.01,Excellent,Very Good,62.0,$663
LD13956453,0.31,Round,VVS2,E,None,Ideal,58.1,None,1.01,Excellent,Excellent,61.0,$666
LD13795696,0.4,Round,SI1,E,Very Small,Ideal,58.1,None,1.01,Excellent,Very Good,61.0,$707
LD13267770,0.4,Round,SI1,I,None,Good,58.1,None,1.01,Very Good,Very Good,63.0,$766
LD13823643,0.4,Round,VS1,F,Very Small,Ideal,58.1,None,1.01,Excellent,Very Good,60.0,$864
LD13786099,0.53,Round,SI2,F,Very Small,Very Good,58.1,None,1.01,Very Good,Very Good,62.0,"$1,115"
LD13856849,0.5,Round,VS1,D,Very Small,Very Good,58.1,None,1.01,Very Good,Very Good,62.0,"$1,490"
LD11287442,0.7,Round,VVS2,H,None,Very Good,58.1,None,1.01,Very Good,Very Good,63.0,"$2,417"
LD13551345,0.9,Round,SI1,K,None,Ideal,58.1,None,1.01,Excellent,Excellent,61.0,"$2,517"
LD13611972,1.01,Round,SI1,K,None,Very Good,58.1,Faint,1.0,Excellent,Excellent,60.0,"$3,400"
LD12734836,1.0,Round,VVS1,K,None,Ideal,58.1,None,1.01,Excellent,Excellent,62.0,"$3,825"
LD13841286,1.0,Round,VVS2,F,None,Very Good,58.1,Faint,1.01,Very Good,Very Good,64.0,"$6,095"
LD12735212,1.02,Round,VVS2,H,None,Very Good,58.1,None,1.0,Excellent,Very Good,64.0,"$6,175"
LD06909490,1.0,Round,VS2,D,Very Small,Very Good,58.1,None,1.01,Very Good,Good,63.0,"$7,344"
LD13184513,1.32,Round,SI2,G,None,Ideal,58.1,None,1.0,Excellent,Excellent,60.0,"$8,182"
LD13346436,1.02,Round,VVS1,E,Very Small,Very Good,58.1,None,1.01,Very Good,Very Good,64.0,"$9,234"
LD13082970,1.5,Round,VS2,H,None,Ideal,58.1,Faint,1.01,Excellent,Excellent,61.0,"$10,419"
LD13647073,1.73,Round,SI2,G,None,Very Good,58.1,Faint,1.01,Excellent,Very Good,63.0,"$12,664"
LD13945401,1.5,Round,VVS1,D,None,Ideal,58.1,Strong,1.01,Excellent,Very Good,60.0,"$15,474"
LD12841665,2.04,Round,SI2,F,Very Small,Very Good,58.1,None,1.01,Excellent,Very Good,63.0,"$15,624"
LD12717050,1.93,Round,VS1,G,Medium,Good,58.1,None,1.0,Good,Good,60.0,"$19,307"
LD13362363,2.7,Round,IF,K,None,Ideal,58.1,Faint,1.01,Excellent,Excellent,60.0,"$21,714"
LD13926891,3.01,Round,VS2,F,Very Small,Very Good,58.1,Strong,1.01,Good,Very Good,62.0,"$38,833"
LD13517331,0.23,Round,VVS1,E,None,Ideal,58.2,None,1.0,Very Good,Very Good,62.0,$412
LD13293685,0.23,Round,VVS1,F,None,Very Good,58.2,Faint,1.01,Excellent,Very Good,62.0,$439
LD13664837,0.3,Round,VVS1,H,Very Small,Ideal,58.2,None,1.01,Very Good,Excellent,61.0,$452
LD13964348,0.3,Round,VVS2,E,None,Very Good,58.2,Faint,1.01,Excellent,Very Good,63.0,$502
LD13959502,0.23,Round,VS1,F,None,Ideal,58.2,None,1.0,Excellent,Excellent,61.0,$522
LD13786373,0.41,Round,SI1,J,None,Good,58.2,Faint,1.0,Very Good,Very Good,61.0,$538
LD13856782,0.4,Round,SI1,G,None,Very Good,58.2,None,1.0,Good,Very Good,59.0,$538
LD13834927,0.3,Round,VVS2,F,None,Very Good,58.2,None,1.01,Very Good,Very Good,62.0,$610
LD13295004,0.35,Round,SI1,E,None,Very Good,58.2,Strong,1.01,Very Good,Very Good,62.0,$616
LD13455390,0.4,Round,VVS1,I,None,Ideal,58.2,Faint,1.01,Excellent,Excellent,61.0,$624
LD12421989,0.3,Round,VVS1,H,None,Ideal,58.2,None,1.01,Excellent,Very Good,59.0,$637
LD13834836,0.3,Round,VVS2,F,None,Ideal,58.2,Faint,1.01,Excellent,Excellent,61.0,$662
LD13959482,0.41,Round,SI1,G,None,Ideal,58.2,None,1.01,Excellent,Excellent,61.0,$777
LD13003489,0.41,Round,IF,G,None,Very Good,58.2,Medium,1.01,Excellent,Very Good,59.0,$808
LD12647530,0.37,Round,VVS2,E,None,Very Good,58.2,None,1.01,Excellent,Very Good,63.0,$821
LD13918386,0.32,Round,VVS1,F,None,Ideal,58.2,Faint,1.01,Excellent,Excellent,60.0,$905
LD13643036,0.46,Round,SI1,D,None,Very Good,58.2,None,1.01,Good,Very Good,63.0,$914
LD13227140,0.46,Round,VS2,H,None,Very Good,58.2,None,1.0,Very Good,Very Good,62.0,$964
LD09405899,0.4,Round,VS1,G,None,Good,58.2,Faint,1.0,Very Good,Very Good,62.0,"$1,015"
LD13954641,0.5,Round,VVS1,J,None,Ideal,58.2,None,1.01,Excellent,Excellent,62.0,"$1,136"
LD13951198,0.7,Round,SI1,K,Medium,Very Good,58.2,Faint,1.0,Excellent,Excellent,59.0,"$1,141"
LD13503761,0.5,Round,VVS2,E,Very Small,Ideal,58.2,None,1.01,Very Good,Excellent,60.0,"$1,425"
LD06771985,0.52,Round,VVS2,D,Small,Good,58.2,Faint,1.01,Good,Good,60.0,"$1,514"
LD12300674,0.5,Round,VVS1,F,Very Small,Very Good,58.2,None,1.01,Excellent,Very Good,63.0,"$1,661"
LD12356694,0.72,Round,SI1,G,None,Very Good,58.2,Strong,1.01,Very Good,Very Good,60.0,"$1,932"
LD13957786,0.8,Round,VS1,J,None,Ideal,58.2,Very Strong Blue,1.0,Excellent,Very Good,61.0,"$1,966"
LD13203762,0.7,Round,VVS1,H,None,Very Good,58.2,Medium Blue,1.0,Excellent,Excellent,62.0,"$2,142"
LD04715624,0.71,Round,IF,J,None,Good,58.2,Medium,1.01,Excellent,Excellent,62.0,"$2,233"
LD13972172,1.02,Round,VS2,I,None,Good,58.2,Faint,1.0,Very Good,Very Good,60.0,"$4,081"
LD06909495,1.0,Round,VS1,J,None,Very Good,58.2,None,1.01,Very Good,Good,63.0,"$4,499"
LD13962255,1.02,Round,SI1,F,Very Small,Very Good,58.2,Very Strong,1.01,Good,Good,62.0,"$4,663"
LD13612173,1.01,Round,SI2,F,None,Ideal,58.2,None,1.0,Excellent,Excellent,60.0,"$4,961"
LD13456258,0.9,Round,VVS1,J,None,Ideal,58.2,None,1.0,Excellent,Excellent,60.0,"$4,997"
LD13946963,0.88,Round,VS1,F,None,Very Good,58.2,None,1.0,Excellent,Very Good,62.0,"$5,285"
LD13433824,1.01,Round,SI1,G,None,Ideal,58.2,Faint,1.0,Excellent,Excellent,60.0,"$5,429"
LD13945393,1.2,Round,SI1,I,Very Small,Ideal,58.2,Faint,1.0,Excellent,Excellent,60.0,"$5,707"
LD12712333,1.08,Round,VS2,D,None,Ideal,58.2,Medium,1.0,Excellent,Excellent,59.0,"$7,469"
LD13972219,1.5,Round,SI2,H,None,Ideal,58.2,None,1.01,Excellent,Excellent,61.0,"$7,728"
LD10843080,1.19,Round,VS1,H,None,Ideal,58.2,None,1.01,Excellent,Excellent,61.0,"$8,042"
LD13953343,1.39,Round,SI2,F,Very Small,Very Good,58.2,None,1.01,Very Good,Good,62.0,"$8,087"
LD13451645,1.4,Round,VS1,G,None,Ideal,58.2,None,1.0,Excellent,Excellent,61.0,"$11,026"
LD13509354,1.8,Round,VVS2,J,None,Ideal,58.2,None,1.01,Excellent,Excellent,61.0,"$12,336"
LD13964279,2.0,Round,VVS2,J,None,Ideal,58.2,None,1.01,Very Good,Very Good,60.0,"$12,733"
LD12463682,1.51,Round,VVS1,E,None,Very Good,58.2,Medium,1.01,Excellent,Excellent,64.0,"$12,754"
LD13726034,2.0,Round,SI2,G,None,Ideal,58.2,None,1.0,Excellent,Excellent,62.0,"$14,132"
LD13260571,2.1,Round,VS1,I,Small,Ideal,58.2,None,1.0,Excellent,Excellent,62.0,"$18,448"
LD13377828,2.03,Round,VVS2,I,None,Ideal,58.2,None,1.01,Excellent,Excellent,60.0,"$19,227"
LD12759027,2.01,Round,VS2,D,None,Ideal,58.2,None,1.01,Very Good,Excellent,62.0,"$26,363"
LD13898874,2.01,Round,VVS1,F,None,Ideal,58.2,Faint,1.0,Excellent,Excellent,62.0,"$28,480"
LD13860441,2.8,Round,VS2,H,None,Ideal,58.2,None,1.0,Excellent,Excellent,61.0,"$34,333"
LD12910010,3.3,Round,SI1,J,Very Small,Very Good,58.2,None,1.0,Very Good,Very Good,62.0,"$43,560"
LD13903350,0.3,Round,SI1,F,None,Very Good,58.3,None,1.0,Excellent,Excellent,65.0,$381
LD13972567,0.32,Round,VVS2,I,None,Ideal,58.3,None,1.01,Excellent,Excellent,60.0,$445
LD13351781,0.26,Round,VVS1,F,None,Ideal,58.3,None,1.01,Very Good,Excellent,61.0,$451
LD10690035,0.39,Round,SI1,I,None,Good,58.3,Faint,1.01,Very Good,Good,62.0,$454
LD12838194,0.23,Round,VVS2,F,None,Ideal,58.3,None,1.0,Excellent,Excellent,61.0,$458
LD13964739,0.3,Round,VVS2,H,None,Good,58.3,Medium,1.01,Excellent,Good,60.0,$509
LD13767944,0.24,Round,VVS1,E,None,Ideal,58.3,None,1.0,Excellent,Excellent,62.0,$553
LD12457639,0.4,Round,VVS2,J,None,Good,58.3,Medium,1.01,Excellent,Very Good,60.0,$555
LD13937647,0.3,Round,VVS1,H,None,Ideal,58.3,Faint,1.0,Excellent,Excellent,61.0,$555
LD12880507,0.4,Round,SI1,J,None,Very Good,58.3,None,1.0,Very Good,Very Good,60.0,$559
LD13740894,0.3,Round,VVS1,G,None,Good,58.3,None,1.0,Very Good,Very Good,63.0,$576
LD13835676,0.3,Round,VS1,E,None,Ideal,58.3,Faint,1.01,Excellent,Excellent,61.0,$587
LD13902991,0.3,Round,IF,F,None,Very Good,58.3,Faint,1.01,Excellent,Very Good,62.0,$631
LD13726147,0.3,Round,VVS2,E,None,Ideal,58.3,None,1.0,Very Good,Very Good,61.0,$635
LD13846181,0.3,Round,VVS1,E,None,Very Good,58.3,None,1.01,Excellent,Very Good,63.0,$642
LD13672027,0.3,Round,VVS1,F,None,Ideal,58.3,None,1.0,Very Good,Excellent,60.0,$653
LD13694286,0.3,Round,VVS1,E,None,Ideal,58.3,None,1.0,Excellent,Very Good,61.0,$663
LD08925935,0.3,Round,VS1,E,None,Ideal,58.3,None,1.01,Excellent,Excellent,60.0,$728
LD06704945,0.32,Round,VS1,D,None,Very Good,58.3,Faint,1.0,Very Good,Very Good,61.0,$800
LD13951880,0.45,Round,VVS1,I,Very Small,Very Good,58.3,Strong,1.01,Very Good,Very Good,62.0,$829
LD13813701,0.4,Round,VVS1,G,None,Very Good,58.3,None,1.01,Excellent,Very Good,60.0,$845
LD13901712,0.5,Round,SI1,H,None,Very Good,58.3,None,1.0,Excellent,Excellent,63.0,$958
LD13958616,0.5,Round,VVS2,I,None,Ideal,58.3,Faint,1.01,Excellent,Excellent,61.0,"$1,052"
LD13956751,0.5,Round,VVS2,D,None,Very Good,58.3,Very Strong,1.01,Very Good,Very Good,62.0,"$1,213"
LD13267898,0.5,Round,VS2,H,Very Small,Very Good,58.3,Faint,1.01,Very Good,Excellent,60.0,"$1,239"
LD12985359,0.57,Round,VS2,I,Very Small,Very Good,58.3,Faint,1.01,Good,Good,62.0,"$1,298"
LD13738046,0.6,Round,SI1,E,None,Good,58.3,None,1.01,Excellent,Very Good,61.0,"$1,490"
LD13733926,0.45,Round,VVS1,E,None,Very Good,58.3,None,1.01,Excellent,Excellent,62.0,"$1,534"
LD13933669,0.6,Round,VS2,E,Medium,Good,58.3,None,1.0,Excellent,Very Good,61.0,"$1,688"
LD13360644,0.5,Round,VVS1,D,None,Very Good,58.3,None,1.01,Excellent,Very Good,61.0,"$2,123"
LD13231651,0.8,Round,SI2,E,None,Ideal,58.3,Faint,1.01,Excellent,Excellent,59.0,"$2,636"
LD13972707,1.05,Round,VS2,J,Very Small,Very Good,58.3,None,1.02,Good,Good,64.0,"$3,641"
LD13816454,1.21,Round,SI2,J,None,Good,58.3,Strong,1.0,Very Good,Very Good,63.0,"$3,832"
LD13388671,0.9,Round,VS1,H,None,Good,58.3,Faint,1.0,Excellent,Very Good,61.0,"$4,026"
LD13951466,0.9,Round,VVS1,H,None,Ideal,58.3,None,1.01,Excellent,Excellent,60.0,"$4,472"
LD13519523,0.9,Round,IF,G,Very Small,Very Good,58.3,Medium,1.01,Excellent,Very Good,62.0,"$4,931"
LD13922301,1.0,Round,VS2,F,None,Very Good,58.3,None,1.01,Very Good,Good,64.0,"$4,978"
LD13946897,1.01,Round,VS1,I,None,Good,58.3,None,1.01,Very Good,Very Good,54.0,"$5,167"
LD13858298,1.04,Round,SI1,E,None,Ideal,58.3,None,1.01,Excellent,Excellent,62.0,"$5,350"
LD13946274,1.0,Round,SI1,F,None,Very Good,58.3,None,1.0,Excellent,Excellent,62.0,"$5,368"
LD13430402,1.0,Round,SI1,G,None,Ideal,58.3,None,1.0,Excellent,Excellent,60.0,"$5,994"
LD12387512,1.04,Round,VS1,H,None,Ideal,58.3,None,1.01,Excellent,Excellent,62.0,"$6,006"
LD13360660,1.0,Round,SI1,D,None,Very Good,58.3,None,1.0,Excellent,Excellent,63.0,"$6,582"
LD13732409,0.9,Round,VVS1,F,None,Good,58.3,None,1.01,Excellent,Excellent,58.0,"$6,800"
LD11708621,1.31,Round,SI1,F,None,Ideal,58.3,None,1.0,Excellent,Excellent,62.0,"$8,207"
LD13435697,1.73,Round,SI2,J,None,Very Good,58.3,None,1.01,Very Good,Very Good,62.0,"$8,991"
LD13276432,1.2,Round,VVS1,E,None,Ideal,58.3,None,1.01,Excellent,Excellent,61.0,"$11,461"
